vid,init_time,tls_distance,stop_distance,time_to_green,tls_light_count,time_of_pass,leading_cars,stop_leading_cars,stop_duration
left_4745,7866.0,472.2114892915823,-1.0,0.0,1,7922.0,21,-1,-1.0
left_4787,7976.0,1.0031829368663807,1.0010938466598986,82.0,1,8065.0,0,0,87.0
left_4789,7976.0,9.253522040468908,8.502095355358733,82.0,1,8070.0,1,1,83.0
left_4796,7976.0,84.13701293189064,16.003150907395874,82.0,1,8073.0,2,2,82.0
left_4814,8031.0,53.50825992264071,53.50825992264071,27.0,1,8086.0,7,7,41.0
left_4816,8031.0,61.011545310791924,61.009278525619656,27.0,1,8088.0,8,8,38.0
left_4825,8031.0,227.61104476441886,83.51243987953815,27.0,1,8094.0,11,11,27.0
left_4884,8141.0,58.90310760427651,-1.0,0.0,0,8145.0,0,-1,-1.0
left_4891,8141.0,287.5559186796657,1.0010228389396616,0.0,0,8257.0,3,0,89.0
left_4905,8196.0,38.50627951971671,38.50627951971671,54.0,1,8274.0,5,5,1.0
left_4940,8251.0,155.61080948091126,128.51868194217718,5.0,1,8299.0,17,16,14.0
left_4964,8306.0,99.6697846882996,-1.0,0.0,0,8316.0,5,-1,-1.0
left_4965,8306.0,131.66721691883254,-1.0,0.0,0,8318.0,6,-1,-1.0
left_4981,8306.0,499.8020289456472,1.0010863702347592,0.0,0,8449.0,13,0,93.0
left_4982,8361.0,8.502125360905325,8.502125360905325,81.0,1,8454.0,1,1,89.0
left_4992,8361.0,95.92033672873221,23.504220110082656,81.0,1,8460.0,3,3,81.0
left_5022,8416.0,76.01157010689502,76.01157010689502,26.0,1,8477.0,10,10,21.0
left_5029,8416.0,221.16139486898152,98.5146621558642,26.0,1,8483.0,13,13,12.0
left_5105,8526.0,310.45409972267225,1.001023769121559,0.0,0,8641.0,2,0,91.0
left_5108,8526.0,378.8897979862057,8.502048954819431,0.0,0,8646.0,3,1,87.0
left_5112,8526.0,484.9404053817504,23.504054359424572,0.0,0,8652.0,5,3,78.0
left_5121,8581.0,89.81467267498373,53.50819167418878,53.0,1,8662.0,7,7,57.0
left_5197,8691.0,495.06825258303434,-1.0,0.0,0,8729.0,11,-1,-1.0
left_5204,8746.0,1.001006740683522,1.001006740683522,80.0,1,8833.0,0,0,87.0
left_5208,8746.0,18.04346372791707,16.003110248109177,80.0,1,8841.0,2,2,82.0
left_5270,8856.0,133.9324071830973,-1.0,0.0,0,8877.0,10,-1,-1.0
left_5312,8911.0,297.4306998006068,1.0010339246800868,0.0,0,9025.0,3,0,86.0
left_5317,8911.0,467.12415199186654,23.504167510726067,0.0,0,9036.0,6,3,76.0
left_5323,8966.0,38.506331614634746,38.506331614634746,52.0,1,9041.0,5,5,64.0
left_5395,9131.0,1.0010432359344463,1.0010432359344463,79.0,1,9217.0,0,0,86.0
left_5421,9131.0,232.2465064186602,31.00519888685949,79.0,1,9231.0,4,4,71.0
left_5428,9186.0,61.00937042428938,61.00937042428938,24.0,1,9240.0,8,8,39.0
left_5429,9186.0,68.51039929451161,68.51039929451161,24.0,1,9242.0,9,9,39.0
left_5484,9241.0,446.34067867221313,-1.0,0.0,0,9273.0,16,-1,-1.0
left_5510,9296.0,298.33623206559565,1.0010558410435806,0.0,0,9409.0,3,0,90.0
left_5529,9351.0,31.005314861659656,31.005314861659656,51.0,1,9423.0,4,4,62.0
left_5584,9406.0,320.37140079690136,143.52103469345442,2.0,1,9454.0,19,15,6.0
left_5589,9406.0,440.7054244576954,-1.0,2.0,1,9458.0,21,-1,-1.0
left_5634,9461.0,499.5829590641224,1.0010554706394146,0.0,0,9601.0,11,0,94.0
left_5637,9516.0,8.50206028819457,8.50206028819457,78.0,1,9606.0,1,1,86.0
left_5661,9516.0,483.32528658630326,61.009238891493,78.0,1,9624.0,8,8,53.0
left_5663,9516.0,499.5896009054966,68.51034648324702,78.0,1,9626.0,9,9,2.0
left_5668,9571.0,76.01127113649314,76.01127113649314,23.0,1,9628.0,10,10,40.0
left_5682,9571.0,331.37748936209823,106.01565783172613,23.0,1,9636.0,14,14,2.0
left_5698,9626.0,165.7759060567098,-1.0,0.0,0,9651.0,13,-1,-1.0
left_5737,9681.0,271.7372892173738,1.0010228557588905,0.0,0,9793.0,2,0,89.0
left_5752,9681.0,469.32838671067736,23.50408870833843,0.0,0,9804.0,5,3,78.0
left_5808,9791.0,106.01546184856376,106.01546184856376,1.0,1,9828.0,14,14,16.0
left_5863,9901.0,1.0010319965606982,1.0010319965606982,77.0,1,9985.0,0,0,84.0
left_5871,9901.0,8.502033455357946,8.502033455357946,77.0,1,9990.0,1,1,84.0
left_5889,9901.0,431.0583307779394,53.50836241162619,77.0,1,10007.0,7,7,1.0
left_5984,10066.0,261.8033303516917,1.0011351394531969,0.0,0,10177.0,2,0,1.0
left_6004,10121.0,234.46115470634913,53.50822711699635,49.0,1,10198.0,7,7,41.0
left_6028,10176.0,113.51757182445608,113.51648201450304,0.0,1,10214.0,15,14,14.0
left_6078,10231.0,291.0709951824508,-1.0,0.0,0,10248.0,5,-1,-1.0
left_6080,10231.0,440.3178257447844,-1.0,0.0,0,10264.0,7,-1,-1.0
left_6084,10231.0,494.4109956937842,1.0010563176351184,0.0,0,10369.0,9,0,93.0
left_6104,10286.0,388.8654169978574,46.00718382542817,76.0,1,10388.0,6,6,62.0
left_6220,10451.0,101.57047767737816,-1.0,0.0,0,10458.0,1,-1,-1.0
left_6225,10451.0,154.30820444811252,1.001004968904681,0.0,0,10561.0,2,0,94.0
left_6239,10451.0,486.3380022125319,38.50622863178768,0.0,0,10578.0,7,5,9.0
left_6280,10561.0,136.99777990448206,136.01950133265274,0.0,0,10605.0,18,16,10.0
left_6281,10561.0,209.40881122173744,143.52052380780114,0.0,0,10607.0,19,15,6.0
left_6285,10561.0,374.46812792597336,-1.0,0.0,0,10611.0,21,-1,-1.0
left_6321,10616.0,494.428466307465,1.0010267293239965,0.0,0,10753.0,11,0,91.0
left_6355,10671.0,440.718838336598,61.00920788126706,75.0,1,10776.0,8,8,56.0
left_6367,10726.0,109.48632005865568,98.51444175939713,20.0,1,10786.0,13,13,32.0
left_6393,10781.0,172.5441050861346,-1.0,0.0,0,10805.0,12,-1,-1.0
left_6422,10836.0,210.65825776066617,1.0011098276098096,0.0,0,10945.0,1,0,4.0
left_6430,10836.0,445.956407622993,23.504055655446855,0.0,0,10956.0,4,3,77.0
left_6484,10946.0,113.516535406922,113.516535406922,0.0,0,10982.0,14,14,14.0
left_6488,10946.0,121.01754321221995,121.01754321221995,0.0,0,10984.0,15,15,15.0
left_6530,11001.0,153.41684440782706,-1.0,0.0,0,11010.0,4,-1,-1.0
left_6543,11001.0,443.02554927868766,-1.0,0.0,0,11030.0,8,-1,-1.0
left_6554,11001.0,496.35834078453485,1.0010821385740771,0.0,0,11137.0,10,0,88.0
left_6560,11056.0,16.003195163925227,16.003195163925227,74.0,1,11145.0,2,2,3.0
left_6643,11166.0,303.3306429003365,-1.0,0.0,0,11192.0,13,-1,-1.0
left_6674,11221.0,133.28180676413444,1.00103673921393,0.0,0,11329.0,1,0,94.0
left_6701,11276.0,61.0094778575243,61.0094778575243,46.0,1,11352.0,8,8,60.0
left_6815,11386.0,443.9240068418905,-1.0,0.0,0,11416.0,8,-1,-1.0
left_6822,11386.0,480.89367717932913,1.0010148451476653,0.0,0,11521.0,9,0,91.0
